,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 현지기압(hPa),일교차,발생건수(건),년,월
653,2016-09-14,24.6,21.4,28.9,0.0,1.8,66.1,1007.4,7.5,15150,2016,9
654,2016-09-15,23.9,18.8,29.5,0.0,1.3,68.1,1006.4,10.7,4057,2016,9
655,2016-09-16,24.6,20.4,29.5,0.0,1.5,64.9,1004.6,9.1,12790,2016,9
656,2016-09-17,23.1,18.5,28.2,7.0,2.9,64.8,1001.5,9.7,62377,2016,9
657,2016-09-18,23.5,20.2,28.3,0.0,3.1,53.4,1001.7,8.100000000000001,11361,2016,9
658,2016-09-19,21.9,18.2,27.8,0.0,3.5,53.3,1003.1,9.6,106094,2016,9
659,2016-09-20,20.6,15.4,26.8,0.0,3.1,41.1,1007.0,11.4,71677,2016,9
660,2016-09-21,20.2,14.3,25.3,0.0,2.0,43.4,1011.0,11.0,71795,2016,9
661,2016-09-22,21.9,17.5,27.2,0.0,1.8,46.3,1008.2,9.7,70618,2016,9
662,2016-09-23,21.4,16.4,27.9,0.0,1.6,57.9,1007.0,11.5,71991,2016,9
663,2016-09-24,22.3,16.5,28.9,0.0,1.6,60.6,1006.2,12.4,60374,2016,9
664,2016-09-25,23.0,18.6,29.7,0.0,1.2,57.6,1006.7,11.099999999999998,7918,2016,9
665,2016-09-26,23.6,19.7,28.9,0.0,1.8,59.1,1006.1,9.2,87812,2016,9
666,2016-09-27,21.0,19.1,23.8,13.5,1.3,82.5,1006.3,4.699999999999999,51654,2016,9
667,2016-09-28,19.9,18.7,21.8,0.5,1.3,84.6,1005.2,3.1000000000000014,56177,2016,9
668,2016-09-29,20.4,18.2,24.8,0.0,3.0,64.4,1006.2,6.600000000000001,57263,2016,9
669,2016-09-30,20.5,17.7,23.5,0.0,1.6,66.9,1005.3,5.800000000000001,65263,2016,9
670,2016-10-01,21.1,17.5,25.6,0.0,1.2,69.0,1007.7,8.100000000000001,58385,2016,10
671,2016-10-02,19.0,16.7,22.4,18.5,2.7,84.1,1003.7,5.699999999999999,8461,2016,10
672,2016-10-03,22.7,19.6,27.9,6.5,2.7,73.3,999.9,8.299999999999997,14186,2016,10
673,2016-10-04,22.0,15.6,29.0,0.0,2.4,58.9,1004.9,13.4,89283,2016,10
674,2016-10-05,21.1,17.5,27.2,0.0,3.0,61.9,1001.0,9.7,58615,2016,10
675,2016-10-06,18.0,13.6,23.5,0.0,2.6,59.3,1010.9,9.9,58424,2016,10
676,2016-10-07,19.7,16.5,24.8,2.0,2.6,67.8,1009.4,8.3,67943,2016,10
677,2016-10-08,16.8,10.3,21.8,6.0,2.9,66.4,1002.5,11.5,59344,2016,10
678,2016-10-09,11.3,6.5,16.6,0.0,2.9,46.3,1009.8,10.1,8316,2016,10
679,2016-10-10,14.0,7.4,21.4,0.0,1.6,43.3,1010.7,13.999999999999998,107462,2016,10
680,2016-10-11,15.4,10.0,21.1,0.0,1.8,62.4,1010.1,11.1,74507,2016,10
681,2016-10-12,15.5,11.4,20.7,0.0,2.0,57.0,1012.0,9.3,69208,2016,10
682,2016-10-13,15.2,9.3,21.9,0.0,1.4,44.1,1013.0,12.599999999999998,73837,2016,10
683,2016-10-14,16.7,10.5,23.5,0.0,1.3,61.8,1015.0,13.0,79988,2016,10
684,2016-10-15,19.1,12.4,27.1,0.0,1.3,60.6,1014.9,14.7,65998,2016,10
685,2016-10-16,17.2,15.4,19.5,1.5,1.5,74.1,1009.2,4.1,10305,2016,10
686,2016-10-17,17.5,14.5,21.7,0.0,1.4,76.1,1007.9,7.199999999999999,101464,2016,10
687,2016-10-18,17.0,11.2,24.0,0.0,1.4,70.9,1009.8,12.8,68752,2016,10
688,2016-10-19,18.0,14.0,24.3,0.0,1.5,67.6,1008.0,10.3,66875,2016,10
689,2016-10-20,18.6,12.9,25.8,0.0,1.8,61.3,1009.0,12.9,69207,2016,10
690,2016-10-21,17.9,15.7,22.0,0.0,3.0,58.6,1009.7,6.300000000000001,79732,2016,10
691,2016-10-22,18.3,14.5,22.8,0.0,1.8,59.0,1004.4,8.3,67468,2016,10
692,2016-10-23,13.3,10.6,17.8,2.5,4.0,66.3,1006.9,7.200000000000001,9257,2016,10
693,2016-10-24,15.1,9.0,20.6,0.0,2.4,54.8,1007.3,11.6,108161,2016,10
694,2016-10-25,14.1,12.5,17.5,37.0,2.2,84.0,1001.3,5.0,70515,2016,10
695,2016-10-26,13.3,10.5,16.3,0.0,1.4,81.0,1010.0,5.800000000000001,70958,2016,10
696,2016-10-27,14.6,8.6,20.9,0.0,1.9,65.4,1012.7,12.3,73600,2016,10
697,2016-10-28,14.6,10.2,18.4,0.3,2.5,61.8,1007.2,8.2,81781,2016,10
698,2016-10-29,7.8,3.5,11.2,0.0,3.0,40.3,1015.6,7.699999999999999,71586,2016,10
699,2016-10-30,7.9,1.6,15.1,0.0,1.5,31.9,1019.0,13.5,10950,2016,10
700,2016-10-31,5.7,0.7,8.2,0.5,2.0,59.9,1016.5,7.499999999999999,117330,2016,10
701,2016-11-01,1.5,-2.4,6.6,0.0,2.7,43.6,1020.2,9.0,79679,2016,11
702,2016-11-02,4.1,-2.7,10.5,0.1,1.4,53.1,1016.7,13.2,80568,2016,11
703,2016-11-03,9.1,4.2,14.1,0.2,1.6,62.8,1011.4,9.9,84025,2016,11
704,2016-11-04,12.3,8.2,15.7,0.0,2.7,67.0,1005.6,7.5,89295,2016,11
705,2016-11-05,15.0,12.2,18.1,0.0,2.2,77.4,1003.5,5.900000000000002,75053,2016,11
706,2016-11-06,14.0,11.9,18.3,0.0,3.4,59.4,1013.2,6.4,10353,2016,11
707,2016-11-07,12.8,8.5,17.8,5.5,2.8,71.3,1012.3,9.3,109443,2016,11
708,2016-11-08,4.1,0.4,8.4,0.5,3.5,58.0,1014.8,8.0,75612,2016,11
709,2016-11-09,2.1,-3.2,8.6,0.0,1.9,41.1,1018.8,11.8,75235,2016,11
710,2016-11-10,6.0,1.5,9.8,0.4,2.0,55.5,1010.4,8.3,78940,2016,11
711,2016-11-11,9.1,6.2,14.2,4.0,2.2,63.3,1008.3,7.999999999999999,87680,2016,11
712,2016-11-12,11.4,5.1,16.7,0.0,2.3,62.1,1011.7,11.6,73880,2016,11
713,2016-11-13,14.4,12.1,18.1,0.5,1.7,74.8,1010.9,6.000000000000002,9709,2016,11
714,2016-11-14,13.2,10.2,15.8,1.5,1.7,78.5,1006.1,5.600000000000001,106549,2016,11
715,2016-11-15,5.2,2.5,10.2,0.0,2.8,44.3,1011.3,7.699999999999999,77105,2016,11
716,2016-11-16,5.2,0.0,12.0,0.0,1.4,44.3,1013.5,12.0,75343,2016,11
717,2016-11-17,9.1,4.0,16.5,0.0,1.2,56.4,1014.0,12.5,77922,2016,11
718,2016-11-18,10.3,4.9,14.6,0.0,1.9,58.4,1008.4,9.7,85634,2016,11
719,2016-11-19,13.0,9.9,18.6,0.0,2.2,71.1,1003.9,8.700000000000001,72650,2016,11
720,2016-11-20,9.8,6.4,15.3,0.0,2.5,48.6,1011.2,8.9,11082,2016,11
721,2016-11-21,9.5,5.1,14.6,0.0,2.2,40.5,1008.5,9.5,116661,2016,11
722,2016-11-22,2.0,-2.1,8.4,0.2,3.9,43.3,1012.8,10.5,79515,2016,11
723,2016-11-23,-1.8,-4.8,3.6,0.0,3.0,37.5,1016.7,8.4,77898,2016,11
724,2016-11-24,-2.5,-6.2,2.4,0.0,2.1,37.8,1017.0,8.6,82439,2016,11
725,2016-11-25,1.0,-3.5,6.0,0.0,1.5,43.9,1017.3,9.5,93644,2016,11
726,2016-11-26,0.9,-0.7,2.7,2.8,2.3,69.6,1013.4,3.4000000000000004,78559,2016,11
727,2016-11-27,3.3,0.5,6.6,0.0,1.5,81.3,1011.3,6.1,10703,2016,11
728,2016-11-28,1.4,-1.4,5.6,0.0,2.5,57.9,1017.6,7.0,122668,2016,11
729,2016-11-29,1.7,-2.8,8.6,0.0,1.6,40.8,1022.5,11.4,84180,2016,11
730,2016-11-30,6.0,0.7,9.8,1.0,2.0,59.8,1015.6,9.1,84168,2016,11
731,2016-12-01,4.1,-1.0,7.0,0.0,3.6,47.6,1016.3,8.0,86375,2016,12
732,2016-12-02,1.6,-3.5,7.9,0.0,1.8,48.4,1020.7,11.4,96391,2016,12
733,2016-12-03,4.5,-0.7,11.3,0.0,1.4,58.8,1016.2,12.0,83577,2016,12
734,2016-12-04,5.5,2.0,9.5,0.0,1.2,60.1,1008.1,7.5,13643,2016,12
735,2016-12-05,5.9,0.5,10.3,1.5,3.0,69.1,1007.5,9.8,135439,2016,12
736,2016-12-06,-1.1,-4.2,4.3,0.0,2.5,38.5,1015.7,8.5,91190,2016,12
737,2016-12-07,1.7,-2.7,7.5,0.0,2.3,58.3,1010.9,10.2,94479,2016,12
738,2016-12-08,2.1,-3.0,6.1,3.0,1.7,70.0,1007.5,9.1,100694,2016,12
739,2016-12-09,1.4,-2.9,4.2,3.0,2.8,65.8,1009.8,7.1,113129,2016,12
740,2016-12-10,-1.6,-5.9,3.6,0.0,1.9,47.6,1016.5,9.5,96224,2016,12
741,2016-12-11,-1.1,-6.1,6.4,0.0,1.2,42.6,1017.8,12.5,13890,2016,12
742,2016-12-12,2.3,-3.0,6.3,0.0,1.9,37.9,1013.6,9.3,165430,2016,12
743,2016-12-13,3.4,-0.4,8.8,0.0,2.0,53.6,1008.9,9.2,118124,2016,12
744,2016-12-14,-1.4,-2.3,-0.1,0.1,2.7,68.1,1009.8,2.2,140470,2016,12
745,2016-12-15,-5.0,-7.6,-1.5,0.0,3.0,41.8,1013.4,6.1,144812,2016,12
746,2016-12-16,-4.7,-9.8,0.0,0.0,2.2,40.3,1017.2,9.8,166406,2016,12
747,2016-12-17,2.7,-2.7,8.0,0.0,1.8,60.1,1018.0,10.7,139515,2016,12
748,2016-12-18,4.9,2.7,8.1,0.0,1.9,68.8,1018.4,5.4,20348,2016,12
749,2016-12-19,7.2,4.3,12.0,0.1,2.5,66.0,1013.8,7.7,228577,2016,12
750,2016-12-20,7.6,4.4,13.6,0.0,1.2,71.3,1016.5,9.2,158882,2016,12
751,2016-12-21,7.9,4.1,12.6,29.0,3.5,75.5,1011.1,8.5,153790,2016,12
752,2016-12-22,5.5,1.5,11.0,23.5,3.5,90.3,998.8,9.5,149264,2016,12
753,2016-12-23,-2.5,-4.4,1.5,0.1,3.6,71.1,1009.9,5.9,165492,2016,12
754,2016-12-24,-2.4,-4.3,1.1,0.0,1.8,66.0,1019.9,5.4,130242,2016,12
755,2016-12-25,1.0,-4.5,6.4,0.0,1.7,69.5,1019.3,10.9,12590,2016,12
756,2016-12-26,2.5,1.3,4.4,0.0,1.4,73.8,1010.9,3.1000000000000005,211414,2016,12
757,2016-12-27,-2.3,-6.3,1.3,0.5,3.5,54.6,1012.5,7.6,140128,2016,12
758,2016-12-28,-3.7,-8.4,2.6,0.0,1.8,49.0,1019.1,11.0,132032,2016,12
759,2016-12-29,-4.2,-7.2,-1.1,0.3,2.8,53.1,1019.8,6.1,133137,2016,12
760,2016-12-30,-3.9,-9.1,1.0,0.0,1.3,50.9,1021.9,10.1,150091,2016,12
761,2016-12-31,0.7,-3.6,5.7,0.0,1.5,65.4,1019.0,9.3,108580,2016,12
762,2017-01-01,2.7,-1.6,6.9,0.0,1.5,75.9,1017.1,8.5,10740,2017,1
763,2017-01-02,5.0,1.8,9.2,0.3,2.1,77.8,1011.8,7.399999999999999,169702,2017,1
764,2017-01-03,2.0,-2.3,7.7,0.0,1.8,61.8,1013.4,10.0,112505,2017,1
765,2017-01-04,3.9,1.0,8.9,0.0,1.7,55.0,1013.2,7.9,106899,2017,1
766,2017-01-05,3.8,-0.1,7.3,0.0,3.1,52.3,1016.6,7.399999999999999,107214,2017,1
767,2017-01-06,5.4,2.5,11.4,0.0,2.4,58.5,1015.9,8.9,112924,2017,1
768,2017-01-07,4.6,0.0,10.5,0.0,1.4,64.9,1010.9,10.5,84931,2017,1
769,2017-01-08,6.5,4.0,10.9,0.0,2.6,61.4,1003.9,6.9,9757,2017,1
770,2017-01-09,1.5,-3.1,4.3,0.0,3.3,60.8,1006.7,7.4,135745,2017,1
771,2017-01-10,-3.7,-7.4,1.1,0.0,3.2,45.1,1013.2,8.5,88932,2017,1
772,2017-01-11,-3.8,-9.4,1.5,0.0,2.1,36.4,1014.3,10.9,86738,2017,1
773,2017-01-12,-2.2,-6.1,1.0,0.0,3.1,43.1,1007.6,7.1,89568,2017,1
774,2017-01-13,-6.0,-8.6,-1.4,0.6,2.9,47.4,1006.9,7.199999999999999,93618,2017,1
775,2017-01-14,-8.4,-10.5,-5.4,0.0,3.8,33.3,1014.8,5.1,73379,2017,1
776,2017-01-15,-6.6,-11.5,-0.9,0.0,2.3,35.3,1017.2,10.6,9977,2017,1
777,2017-01-16,-3.8,-8.9,4.0,0.0,1.4,37.6,1018.6,12.9,120752,2017,1
778,2017-01-17,-2.0,-7.1,3.4,0.0,1.5,46.6,1020.6,10.5,83114,2017,1
779,2017-01-18,-0.5,-3.0,2.8,0.0,1.3,68.9,1019.5,5.8,79524,2017,1
780,2017-01-19,-1.2,-4.9,4.7,0.0,1.6,55.4,1012.8,9.6,81480,2017,1
781,2017-01-20,-4.4,-7.8,-1.4,4.0,3.0,70.3,1011.5,6.4,83580,2017,1
782,2017-01-21,-5.2,-10.0,-0.9,2.1,1.6,78.1,1015.4,9.1,71924,2017,1
783,2017-01-22,-8.3,-10.9,-3.3,0.0,3.8,51.3,1016.7,7.6,8660,2017,1
784,2017-01-23,-8.9,-12.6,-4.1,0.0,2.2,48.4,1020.4,8.5,113853,2017,1
785,2017-01-24,-7.0,-11.6,-1.3,0.0,2.0,49.6,1023.4,10.3,83876,2017,1
786,2017-01-25,-5.2,-10.2,0.9,0.0,1.5,50.6,1023.4,11.1,92301,2017,1
787,2017-01-26,-1.3,-7.9,3.4,0.3,2.2,64.4,1015.8,11.3,131635,2017,1
788,2017-01-27,-2.6,-5.7,3.1,3.0,3.4,47.3,1016.5,8.8,15752,2017,1
789,2017-01-28,-1.6,-8.2,4.3,0.0,1.7,38.0,1016.0,12.5,4182,2017,1
790,2017-01-29,0.8,-0.9,2.5,4.5,1.8,71.1,1008.3,3.4,10932,2017,1
791,2017-01-30,-4.8,-7.9,-0.9,0.1,3.3,61.4,1014.4,7.0,39868,2017,1
792,2017-01-31,-5.4,-9.9,0.2,0.0,1.7,44.8,1018.2,10.1,125219,2017,1
793,2017-02-01,-4.0,-7.5,0.7,0.0,2.5,44.5,1018.2,8.2,81726,2017,2
794,2017-02-02,-2.7,-9.2,3.3,0.0,2.7,52.9,1019.4,12.5,78595,2017,2
795,2017-02-03,1.5,-2.3,6.7,0.0,1.5,65.4,1016.0,9.0,89931,2017,2
796,2017-02-04,0.9,-2.9,3.2,0.0,1.6,69.4,1010.3,6.1,75787,2017,2
797,2017-02-05,1.2,-1.5,2.3,0.5,2.1,75.3,1003.0,3.8,9772,2017,2
798,2017-02-06,-1.7,-4.4,2.6,0.0,3.0,51.0,1011.5,7.0,111687,2017,2
799,2017-02-07,-2.0,-5.6,3.0,0.0,1.5,45.4,1014.4,8.6,79332,2017,2
800,2017-02-08,-2.2,-4.9,0.6,0.0,2.0,50.1,1008.4,5.5,78296,2017,2
801,2017-02-09,-5.3,-7.1,-2.1,0.0,3.8,47.0,1005.1,5.0,79503,2017,2
802,2017-02-10,-6.6,-9.3,-2.5,0.0,4.1,44.3,1007.5,6.800000000000001,88255,2017,2
803,2017-02-11,-4.8,-9.2,0.8,0.0,2.8,45.4,1013.5,10.0,76737,2017,2
804,2017-02-12,-2.2,-7.4,4.2,0.0,2.1,51.3,1017.8,11.6,9781,2017,2
805,2017-02-13,0.1,-5.4,6.1,0.0,1.6,59.6,1019.5,11.5,121597,2017,2
806,2017-02-14,0.3,-4.0,6.5,0.0,2.5,46.0,1021.8,10.5,82665,2017,2
807,2017-02-15,1.8,-3.9,8.0,0.0,1.4,52.1,1018.9,11.9,80768,2017,2
808,2017-02-16,5.5,-1.9,10.3,0.0,2.0,63.9,1009.0,12.2,84906,2017,2
809,2017-02-17,0.8,-5.2,9.0,4.0,3.9,56.9,1010.8,14.2,92988,2017,2
810,2017-02-18,-2.6,-7.0,2.9,0.0,2.8,49.4,1014.9,9.9,76548,2017,2
811,2017-02-19,2.3,-3.4,5.7,1.0,1.9,68.0,1004.8,9.1,11063,2017,2
812,2017-02-20,-1.5,-5.2,5.4,0.5,4.2,53.8,1007.1,10.6,125669,2017,2
813,2017-02-21,-0.6,-7.6,6.9,0.0,1.6,37.1,1018.4,14.5,86557,2017,2
814,2017-02-22,1.7,-0.9,2.9,5.1,2.7,70.8,1005.6,3.8,79181,2017,2
815,2017-02-23,-1.5,-4.2,2.1,0.0,3.8,56.4,1008.4,6.300000000000001,90260,2017,2
816,2017-02-24,-0.8,-5.8,4.4,0.0,2.2,51.3,1013.4,10.2,97552,2017,2
817,2017-02-25,2.6,-2.8,8.4,0.0,2.3,63.6,1011.1,11.2,76581,2017,2
818,2017-02-26,3.6,-1.5,10.1,0.0,2.1,52.8,1014.0,11.6,9171,2017,2
819,2017-02-27,3.7,-1.8,10.7,0.0,1.8,37.4,1016.4,12.5,125631,2017,2
820,2017-02-28,5.6,-1.3,12.3,0.0,2.0,41.5,1013.9,13.6,94783,2017,2
821,2017-03-01,5.0,2.0,11.4,5.0,1.8,65.0,1006.0,9.4,15941,2017,3
822,2017-03-02,1.8,-1.1,6.6,0.5,3.1,59.5,1005.2,7.699999999999999,108310,2017,3
823,2017-03-03,3.3,-3.1,10.4,0.0,2.1,54.4,1009.6,13.5,88878,2017,3
824,2017-03-04,5.7,0.1,12.7,0.0,1.6,60.0,1008.4,12.6,77675,2017,3
825,2017-03-05,5.2,1.2,10.4,0.5,2.1,71.6,1005.6,9.2,10825,2017,3
826,2017-03-06,0.1,-2.8,4.0,0.0,4.0,41.3,1006.0,6.8,118346,2017,3
827,2017-03-07,-1.3,-4.0,2.9,0.0,3.9,37.5,1006.0,6.9,82533,2017,3
828,2017-03-08,-0.1,-5.3,5.0,0.0,3.1,50.6,1003.9,10.3,82219,2017,3
829,2017-03-09,3.2,-2.7,10.7,0.0,3.1,47.3,1002.1,13.4,86411,2017,3
830,2017-03-10,4.8,-1.2,12.2,0.0,2.2,37.4,1008.7,13.4,95339,2017,3
831,2017-03-11,7.3,-0.2,16.7,0.0,1.8,37.4,1012.4,16.9,84338,2017,3
832,2017-03-12,8.2,4.4,14.0,0.0,2.0,58.4,1010.2,9.6,11646,2017,3
833,2017-03-13,6.9,1.5,12.2,0.0,2.5,49.8,1007.9,10.7,130741,2017,3
834,2017-03-14,5.8,1.0,10.9,0.0,3.2,37.5,1008.2,9.9,90605,2017,3
835,2017-03-15,6.3,0.4,13.3,0.0,2.1,34.9,1012.3,12.9,91970,2017,3
836,2017-03-16,6.2,1.0,13.4,0.0,1.9,41.8,1011.1,12.4,98783,2017,3
837,2017-03-17,7.7,1.2,15.7,0.0,2.0,43.1,1012.9,14.5,109692,2017,3
838,2017-03-18,9.5,5.9,16.1,0.0,2.3,34.1,1013.8,10.2,97667,2017,3
839,2017-03-19,10.9,3.2,18.9,0.0,1.6,36.0,1014.9,15.7,14454,2017,3
840,2017-03-20,10.2,6.0,15.5,0.0,1.8,40.4,1008.5,9.5,153413,2017,3
841,2017-03-21,7.4,4.3,12.6,0.0,3.1,48.1,1005.8,8.3,104831,2017,3
842,2017-03-22,7.6,1.9,14.1,0.0,2.5,32.8,1010.2,12.2,104050,2017,3
843,2017-03-23,9.1,5.1,15.0,0.0,2.2,34.0,1009.8,9.9,112615,2017,3
844,2017-03-24,8.7,3.9,15.2,0.0,2.1,41.4,1010.4,11.3,124687,2017,3
845,2017-03-25,8.1,5.0,12.6,0.0,2.1,41.1,1008.8,7.6,110119,2017,3
846,2017-03-26,7.3,4.8,11.6,0.0,2.2,53.1,1007.8,6.8,14557,2017,3
847,2017-03-27,6.1,4.4,10.9,0.4,2.5,67.4,1009.3,6.5,165798,2017,3
848,2017-03-28,7.1,2.5,12.7,0.0,1.9,59.8,1012.5,10.2,115164,2017,3
849,2017-03-29,8.8,4.7,14.4,0.0,2.3,54.9,1012.0,9.7,110541,2017,3
850,2017-03-30,10.6,4.1,17.1,0.0,1.9,50.0,1010.9,13.000000000000002,113753,2017,3
851,2017-03-31,8.6,4.9,12.4,1.5,2.4,70.6,1007.8,7.5,121727,2017,3
852,2017-04-01,9.0,4.8,15.1,1.0,2.1,60.5,1005.5,10.3,109372,2017,4
853,2017-04-02,9.0,3.1,15.8,0.0,2.1,53.1,1008.1,12.7,15353,2017,4
854,2017-04-03,11.4,4.3,19.2,0.0,2.1,45.6,1012.1,14.9,164999,2017,4
855,2017-04-04,14.1,6.7,21.8,0.0,2.0,35.3,1013.1,15.1,113691,2017,4
856,2017-04-05,12.0,10.8,14.2,37.5,2.4,66.0,1006.2,3.3999999999999986,101326,2017,4
857,2017-04-06,10.4,9.4,12.4,3.0,2.4,90.0,1001.9,3.0,114289,2017,4
858,2017-04-07,14.5,9.0,23.5,0.0,2.1,68.1,1003.6,14.5,117721,2017,4
859,2017-04-08,13.0,8.6,19.9,0.5,2.5,74.5,1002.2,11.3,97910,2017,4
860,2017-04-09,14.8,10.6,20.5,0.5,2.8,59.6,1003.8,9.9,12664,2017,4
861,2017-04-10,16.5,10.1,23.3,0.0,2.8,25.8,1001.5,13.2,157024,2017,4
862,2017-04-11,15.3,11.5,20.2,0.0,3.2,36.8,995.9,8.7,110187,2017,4
863,2017-04-12,11.5,8.8,16.4,0.0,3.7,21.8,1004.5,7.599999999999998,110675,2017,4
864,2017-04-13,12.7,6.3,19.6,0.0,2.5,54.0,1005.9,13.3,114402,2017,4
865,2017-04-14,13.0,10.1,17.7,6.0,3.5,57.9,1001.6,7.6,117499,2017,4
866,2017-04-15,16.8,10.9,24.3,0.0,2.2,59.4,1003.5,13.4,100251,2017,4
867,2017-04-16,18.7,12.9,24.4,0.0,1.4,52.9,1004.1,11.499999999999998,13487,2017,4
868,2017-04-17,14.7,11.2,18.0,5.5,2.2,66.5,992.1,6.800000000000001,146171,2017,4
869,2017-04-18,11.7,9.4,17.4,7.5,2.5,76.5,988.8,7.999999999999998,97647,2017,4
870,2017-04-19,12.6,7.0,18.4,0.0,2.9,43.1,999.9,11.4,99880,2017,4
871,2017-04-20,12.9,9.9,18.2,0.1,2.3,45.4,1002.2,8.299999999999999,105246,2017,4
872,2017-04-21,13.1,7.6,19.3,0.0,2.0,56.5,1000.9,11.7,114471,2017,4
873,2017-04-22,14.8,8.5,22.5,0.0,2.1,48.4,1002.8,14.0,96788,2017,4
874,2017-04-23,14.9,8.9,21.7,0.0,2.4,40.0,1006.8,12.8,13094,2017,4
875,2017-04-24,15.1,8.3,21.3,0.0,2.7,39.4,1008.5,13.0,162608,2017,4
876,2017-04-25,16.0,12.9,20.4,0.0,2.7,56.8,1008.1,7.499999999999998,110143,2017,4
877,2017-04-26,15.1,10.5,20.2,0.0,3.3,36.0,1005.6,9.7,104861,2017,4
878,2017-04-27,13.6,7.9,19.8,0.0,3.3,41.8,1001.4,11.9,113188,2017,4
879,2017-04-28,14.4,8.9,21.5,0.0,3.0,57.3,995.0,12.6,126875,2017,4
880,2017-04-29,17.1,9.6,23.7,0.0,2.7,44.3,996.5,14.1,103328,2017,4
881,2017-04-30,19.3,13.7,27.8,0.0,2.6,57.9,997.3,14.1,13521,2017,4
882,2017-05-01,20.1,12.8,28.3,0.0,1.9,50.8,1005.9,15.5,139318,2017,5
883,2017-05-02,20.7,15.2,28.0,0.0,2.1,42.0,1011.1,12.8,129403,2017,5
884,2017-05-03,21.5,14.5,30.2,0.0,2.0,34.1,1010.5,15.7,18015,2017,5
885,2017-05-04,21.0,14.8,27.5,0.0,2.0,43.6,1006.0,12.7,144861,2017,5
886,2017-05-05,20.9,15.5,27.0,0.0,3.2,53.4,1003.4,11.5,13573,2017,5
887,2017-05-06,14.9,10.0,19.3,0.0,3.8,32.0,1005.0,9.3,90196,2017,5
888,2017-05-07,16.6,10.9,22.8,0.0,3.2,42.6,1003.5,11.9,13362,2017,5
889,2017-05-08,17.9,11.1,23.5,0.0,2.1,43.6,1003.6,12.4,149901,2017,5
890,2017-05-09,17.1,15.3,22.6,2.5,1.6,62.6,1000.5,7.300000000000001,55736,2017,5
891,2017-05-10,16.4,14.2,20.8,2.5,2.5,73.0,999.6,6.600000000000001,98049,2017,5
892,2017-05-11,19.3,13.1,24.8,0.0,1.8,65.3,1001.1,11.7,85055,2017,5
893,2017-05-12,19.1,16.8,21.1,0.0,2.1,71.6,998.7,4.300000000000001,89068,2017,5
894,2017-05-13,16.4,12.4,22.6,6.0,3.1,77.8,995.6,10.2,72509,2017,5
895,2017-05-14,15.7,11.0,20.7,0.0,3.7,58.3,999.2,9.7,9614,2017,5
896,2017-05-15,16.0,12.3,20.1,0.0,2.8,61.4,1001.5,7.800000000000001,116331,2017,5
897,2017-05-16,17.1,13.3,22.3,0.0,2.0,60.5,1000.6,9.0,78970,2017,5
898,2017-05-17,18.6,12.3,25.9,0.0,2.1,51.5,1001.1,13.599999999999998,76392,2017,5
899,2017-05-18,20.4,13.9,26.9,0.0,2.3,41.9,1005.5,12.999999999999998,79801,2017,5
900,2017-05-19,21.1,15.1,27.9,0.0,2.6,42.6,1006.7,12.8,88402,2017,5
901,2017-05-20,20.9,15.4,27.3,0.0,2.4,44.0,1005.7,11.9,74072,2017,5
902,2017-05-21,21.5,16.0,27.6,0.0,2.3,48.1,1004.9,11.6,11955,2017,5
903,2017-05-22,21.8,15.9,28.0,0.0,2.0,53.6,1003.8,12.1,119755,2017,5
904,2017-05-23,20.0,17.2,24.4,5.0,1.9,68.0,1000.6,7.199999999999999,78102,2017,5
905,2017-05-24,21.8,16.9,27.8,0.1,2.0,60.4,998.0,10.900000000000002,75236,2017,5
906,2017-05-25,19.2,14.4,24.4,0.0,3.4,45.6,994.9,9.999999999999998,80496,2017,5
907,2017-05-26,17.7,12.4,23.2,0.0,2.9,41.5,997.7,10.8,91017,2017,5
908,2017-05-27,19.5,13.7,26.4,0.0,2.2,46.1,1001.7,12.7,74195,2017,5
909,2017-05-28,21.2,14.4,27.9,0.0,2.7,50.6,1001.4,13.499999999999998,10983,2017,5
910,2017-05-29,22.9,18.1,29.3,0.0,2.3,61.8,1001.7,11.2,118238,2017,5
911,2017-05-30,23.6,18.6,30.3,0.0,2.4,43.5,999.4,11.7,77642,2017,5
912,2017-05-31,23.3,17.7,29.6,0.0,1.9,49.1,992.9,11.900000000000002,77500,2017,5
913,2017-06-01,23.3,20.0,27.0,0.0,3.1,51.8,989.2,7.0,75783,2017,6
914,2017-06-02,20.5,15.5,25.6,0.0,2.8,37.4,994.0,10.1,87073,2017,6
915,2017-06-03,20.5,16.1,26.5,0.0,3.0,44.0,997.5,10.4,71897,2017,6
916,2017-06-04,21.7,15.1,28.1,0.0,2.6,36.9,1001.4,13.000000000000002,10854,2017,6
917,2017-06-05,24.2,16.4,30.3,0.0,1.9,33.3,1004.5,13.900000000000002,123960,2017,6
918,2017-06-06,19.4,14.5,23.9,15.5,2.5,60.0,1002.6,9.4,14985,2017,6
919,2017-06-07,17.6,15.1,19.2,12.5,2.4,91.4,994.7,4.1,94803,2017,6
920,2017-06-08,20.1,15.1,25.9,0.0,2.8,67.3,999.7,10.8,73947,2017,6
921,2017-06-09,21.2,17.9,25.7,0.1,3.3,69.8,996.8,7.800000000000001,78629,2017,6
922,2017-06-10,21.5,16.7,27.5,4.5,2.3,46.8,996.9,10.8,65667,2017,6
923,2017-06-11,22.8,14.8,29.6,0.0,2.2,33.8,998.3,14.8,9592,2017,6
